,Village_Area_Name,Beat_Name,Year,count
84869,VARAVU,New beat 25..,2019,3
84870,VARAVU,New beat 25..,2021,5
84871,VARAVU,New beat 25..,2023,1
84872,VARDHAN NAGAR,BEAT NO 4..,2016,22
84873,VARDHAN NAGAR,BEAT NO 4..,2017,14
84874,VARDHAN NAGAR,BEAT NO 4..,2018,7
84875,VARDHAN NAGAR,BEAT NO 4..,2019,10
84876,VARDHAN NAGAR,BEAT NO 4..,2020,7
84877,VARDHAN NAGAR,BEAT NO 4..,2021,7
84878,VARDHAN NAGAR,BEAT NO 4..,2022,13
84879,VARDHAN NAGAR,BEAT NO 4..,2023,8
84880,VARDHAN NAGAR,BEAT NO 4..,2024,2
84881,VARKANALLI,Z..,2022,1
84882,VARKODU,00..,2016,4
84883,VARKODU,00..,2017,4
84884,VARSOVA LAYOUT,5B..,2018,1
84885,VARSOVA LAYOUT,5B..,2020,1
84886,VARSOVA LAYOUT,5B..,2021,1
84887,VARSOVA LAYOUT,5B..,2022,2
84888,VARSOVA LAYOUT,5B..,2023,2
84889,VARTANAHALLY,BEAT 27..,2016,5
84890,VARTANAHALLY,BEAT 27..,2017,2
84891,VARTANAHALLY,BEAT 27..,2021,1
84892,VARTANAHALLY,BEAT 27..,2022,3
84893,VARTHE GUNDI,BEAT NO 7..,2016,5
84894,VARTHE GUNDI,BEAT NO 7..,2018,2
84895,VARTHE GUNDI,BEAT NO 7..,2020,3
84896,VARTHE GUNDI,BEAT NO 7..,2021,2
84897,VARTHE GUNDI,BEAT NO 7..,2022,1
84898,VARTHE GUNDI,BEAT NO 7..,2023,5
84899,VARTHE GUNDI,BEAT NO 7..,2024,4
84900,VARTHUR,BEAT NO 1..,2016,66
84901,VARTHUR,BEAT NO 1..,2017,60
84902,VARTHUR,BEAT NO 1..,2018,60
84903,VARTHUR,BEAT NO 1..,2019,67
84904,VARTHUR,BEAT NO 1..,2020,31
84905,VARTHUR,BEAT NO 1..,2021,57
84906,VARTHUR,BEAT NO 1..,2022,45
84907,VARTHUR,BEAT NO 1..,2023,100
84908,VARTHUR,BEAT NO 1..,2024,20
84909,VARUNA,1 st Beat..,2016,6
84910,VARUNA,1 st Beat..,2017,4
84911,VARUNA,1 st Beat..,2018,2
84912,VARUNA,1 st Beat..,2019,1
84913,VARUNA,1 st Beat..,2020,8
84914,VARUNA,1 st Beat..,2021,5
84915,VARUNA,1 st Beat..,2022,5
84916,VARUNA,1 st Beat..,2023,2
84917,VARUNA,Beat 07..,2016,2
84918,VARUNA,Beat 07..,2018,2
84919,VARUNA,Beat 07..,2019,2
84920,VARUNA,Beat 07..,2021,2
84921,VARUNA,Beat 07..,2022,2
84922,VARUR,VARUR..,2016,4
84923,VARUR,VARUR..,2017,5
84924,VARUR,VARUR..,2018,1
84925,VARUR,VARUR..,2019,2
84926,VARUR,VARUR..,2020,2
84927,VARUR,VARUR..,2021,1
84928,VARUR,VARUR..,2022,4
84929,VARUR,VARUR..,2023,9
84930,VASAN,BEAT NO 29..,2019,2
84931,VASAN,BEAT NO 29..,2022,1
84932,VASAN,BEAT NO 29..,2023,3
84933,VASANTH NAGAR,BEAT 03..,2016,34
84934,VASANTH NAGAR,BEAT 03..,2017,49
84935,VASANTH NAGAR,BEAT 03..,2018,36
84936,VASANTH NAGAR,BEAT 03..,2019,20
84937,VASANTH NAGAR,BEAT 03..,2020,10
84938,VASANTH NAGAR,BEAT 03..,2021,17
84939,VASANTH NAGAR,BEAT 03..,2022,24
84940,VASANTH NAGAR,BEAT 03..,2023,42
84941,VASANTH NAGAR,BEAT 03..,2024,7
84942,VASANTHA NAGAR,12 NEW BEAT..,2019,1
84943,VASANTHA NAGAR,12 NEW BEAT..,2020,2
84944,VASANTHA NAGAR,OTHERS..,2017,2
84945,VASANTHA NAGAR,OTHERS..,2018,1
84946,VASANTHA NAGAR,OTHERS..,2019,6
84947,VASANTHA NAGAR,OTHERS..,2020,9
84948,VASANTHA NAGAR,OTHERS..,2021,7
84949,VASANTHA NAGAR,OTHERS..,2022,13
84950,VASANTHA ROAD,Beat 4..,2016,13
84951,VASANTHA ROAD,Beat 4..,2017,12
84952,VASANTHA ROAD,Beat 4..,2018,3
84953,VASANTHA ROAD,Beat 4..,2019,4
84954,VASANTHA ROAD,Beat 4..,2020,7
84955,VASANTHA ROAD,Beat 4..,2021,4
84956,VASANTHA ROAD,Beat 4..,2022,14
84957,VASANTHA ROAD,Beat 4..,2023,22
84958,VASANTHA ROAD,Beat 4..,2024,9
84959,VASANTHA VALLABHA NAGARA,BEAT 23..,2018,1
84960,VASANTHA VALLABHA NAGARA,BEAT 23..,2019,5
84961,VASANTHA VALLABHA NAGARA,BEAT 23..,2020,5
84962,VASANTHA VALLABHA NAGARA,BEAT 23..,2021,2
84963,VASANTHA VALLABHA NAGARA,BEAT 23..,2022,2
84964,VASANTHA VALLABHA NAGARA,BEAT 23..,2023,3
84965,VASANTHALLI VILLAGE,13..,2016,7
84966,VASANTHALLI VILLAGE,13..,2017,7
84967,VASANTHALLI VILLAGE,13..,2018,2
84968,VASANTHALLI VILLAGE,13..,2019,3
84969,VASANTHALLI VILLAGE,13..,2020,5
84970,VASANTHALLI VILLAGE,13..,2021,3
84971,VASANTHALLI VILLAGE,13..,2022,2
84972,VASANTHALLI VILLAGE,13..,2023,4
84973,VASANTHANAGAR,2 NIGHT BEAT..,2016,3
84974,VASANTHAPURA GUDDA,BEAT 21..,2018,6
84975,VASANTHAPURA GUDDA,BEAT 21..,2019,10
84976,VASANTHAPURA GUDDA,BEAT 21..,2020,18
84977,VASANTHAPURA GUDDA,BEAT 21..,2021,24
84978,VASANTHAPURA GUDDA,BEAT 21..,2022,12
84979,VASANTHAPURA GUDDA,BEAT 21..,2023,31
84980,VASANTHAPURA GUDDA,BEAT 21..,2024,2
84981,VASARKUDRIGE,BEAT NO 15..,2018,1
84982,VASARKUDRIGE,BEAT NO 15..,2022,1
84983,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2016,1
84984,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2017,6
84985,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2018,2
84986,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2019,3
84987,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2020,5
84988,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2021,7
84989,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2022,13
84990,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2023,8
84991,VASAVI MAHOLA ROAD,TOWN BEAT 3..,2024,1
84992,VASAVI NAGAR,BEAT25..,2018,2
84993,VASAVI NAGAR,BEAT25..,2019,2
84994,VASAVI NAGAR,BEAT25..,2020,1
84995,VASAVI NAGAR,BEAT25..,2021,1
84996,VASAVI NAGAR,BEAT25..,2022,2
84997,VASAVI NAGAR,BEAT25..,2023,2
84998,VASTHARE,BEAT NO 02..,2016,12
84999,VASTHARE,BEAT NO 02..,2017,15
85000,VASTHARE,BEAT NO 02..,2018,13
85001,VASTHARE,BEAT NO 02..,2019,16
85002,VASTHARE,BEAT NO 02..,2020,3
85003,VASTHARE,BEAT NO 02..,2022,1
85004,VASTHARE,BEAT NO 21..,2020,2
85005,VASTHARE,BEAT NO 21..,2021,1
85006,VASTHARE,BEAT NO 21..,2022,1
85007,VASTHARE,BEAT NO 21..,2023,4
85008,VASUDEVAPURA,Beat7..,2016,19
85009,VASUDEVAPURA,Beat7..,2017,10
85010,VASUDEVAPURA,Beat7..,2018,15
85011,VASUDEVAPURA,Beat7..,2019,23
85012,VASUDEVAPURA,Beat7..,2020,19
85013,VASUDEVAPURA,Beat7..,2021,21
85014,VASUDEVAPURA,Beat7..,2022,18
85015,VASUDEVAPURA,Beat7..,2023,29
85016,VASUDEVAPURA,Beat7..,2024,2
85017,VASUVALLI,New Beat 18..,2018,1
85018,VASUVE,NEW BEAT 27..,2022,1
85019,VATADAHOSAHALLI,BEAT 05..,2016,3
85020,VATADAHOSAHALLI,BEAT 05..,2017,1
85021,VATADAHOSAHALLI,BEAT 05..,2018,1
85022,VATADAHOSAHALLI,BEAT 05..,2019,1
85023,VATADAHOSAHALLI,BEAT 05..,2020,4
85024,VATADAHOSAHALLI,BEAT 05..,2021,1
85025,VATADAHOSAHALLI,BEAT 05..,2022,3
85026,VATADAHOSAHALLI,BEAT 05..,2023,4
85027,VATRAKUNTE VILLAGE,16th Village Beat..,2016,6
85028,VATRAKUNTE VILLAGE,16th Village Beat..,2017,2
85029,VATRAKUNTE VILLAGE,16th Village Beat..,2018,2
85030,VATRAKUNTE VILLAGE,16th Village Beat..,2019,1
85031,VATRAKUNTE VILLAGE,16th Village Beat..,2020,3
85032,VATRAKUNTE VILLAGE,16th Village Beat..,2022,5
85033,VATRAKUNTE VILLAGE,16th Village Beat..,2023,4
85034,VATRAKUNTE VILLAGE,16th Village Beat..,2024,1
85035,VATTANAL,BEAT 13..,2016,2
85036,VATTANAL,BEAT 13..,2017,2
85037,VATTANAL,BEAT 13..,2018,1
85038,VATTANAL,BEAT 13..,2019,1
85039,VATTANAL,BEAT 13..,2020,2
85040,VATTANAL,BEAT 13..,2023,1
85041,VAWLEKAR HAKKALA,2..,2022,2
85042,VEDARLINGEGOWDAN DODDI,20..,2016,2
85043,VEDARLINGEGOWDAN DODDI,20..,2017,1
85044,VEDARLINGEGOWDAN DODDI,20..,2019,3
85045,VEDARLINGEGOWDAN DODDI,20..,2020,1
85046,VEDARLINGEGOWDAN DODDI,20..,2022,3
85047,VEDARLINGEGOWDAN DODDI,20..,2023,1
85048,VEDAVATHI NAGARA,NEW TOWN BEAT 40..,2019,4
85049,VEDAVATHI NAGARA,NEW TOWN BEAT 40..,2021,7
85050,VEDAVATHI NAGARA,NEW TOWN BEAT 40..,2022,1
85051,VEDAVATHI NAGARA,NEW TOWN BEAT 40..,2023,2
85052,VEDAVATHI NAGARA MASJID,NEW TOWN BEAT 44..,2021,1
85053,VEDAVATHI NAGARA MASJID,NEW TOWN BEAT 44..,2022,1
85054,VEDAVATHI NAGARA MASJID,NEW TOWN BEAT 44..,2023,1
85055,VEDAVATI VILLAGE,NEW BEAT 26..,2019,1
85056,VEDAVATI VILLAGE,NEW BEAT 26..,2020,1
85057,VEDAVATI VILLAGE,NEW BEAT 26..,2021,7
85058,VEDAVATI VILLAGE,NEW BEAT 26..,2022,3
85059,VEDAVATI VILLAGE,NEW BEAT 26..,2023,1
85060,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2018,2
85061,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2019,1
85062,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2020,2
85063,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2021,4
85064,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2022,3
85065,VEEARACHINNENHALLY VILLAGE,NEW BEAT 12..,2023,2
85066,VEEMANA NAGARA,TOWN BEAT 9..,2016,1
85067,VEEMANA NAGARA,TOWN BEAT 9..,2017,1
85068,VEEMANA NAGARA,TOWN BEAT 9..,2018,1
85069,VEEMANA NAGARA,TOWN BEAT 9..,2019,4
85070,VEEMANA NAGARA,TOWN BEAT 9..,2022,5
85071,VEEMANA NAGARA,TOWN BEAT 9..,2023,4
85072,VEEMANA NAGARA,TOWN BEAT 9..,2024,1
85073,VEERA SAGARA,3 rd Beat..,2016,11
85074,VEERA SAGARA,3 rd Beat..,2017,4
85075,VEERA SAGARA,3 rd Beat..,2018,10
85076,VEERA SAGARA,3 rd Beat..,2019,8
85077,VEERA SAGARA,3 rd Beat..,2020,5
85078,VEERA SAGARA,3 rd Beat..,2021,12
85079,VEERA SAGARA,3 rd Beat..,2022,27
85080,VEERA SAGARA,3 rd Beat..,2023,27
85081,VEERA SAGARA,3 rd Beat..,2024,7
85082,VEERABHADRA NAGARA,BEAT 22..,2018,11
85083,VEERABHADRA NAGARA,BEAT 22..,2019,7
85084,VEERABHADRA NAGARA,BEAT 22..,2020,2
85085,VEERABHADRA NAGARA,BEAT 22..,2021,10
85086,VEERABHADRA NAGARA,BEAT 22..,2022,22
85087,VEERABHADRA NAGARA,BEAT 22..,2023,14
85088,VEERABHADRA NAGARA,BEAT 22..,2024,9
85089,VEERABHADRAGALLI,BEAT 02..,2016,7
85090,VEERABHADRAGALLI,BEAT 02..,2017,9
85091,VEERABHADRAGALLI,BEAT 02..,2018,14
85092,VEERABHADRAGALLI,BEAT 02..,2019,11
85093,VEERABHADRAGALLI,BEAT 02..,2020,9
85094,VEERABHADRAGALLI,BEAT 02..,2021,10
85095,VEERABHADRAGALLI,BEAT 02..,2022,11
85096,VEERABHADRAGALLI,BEAT 02..,2023,13
85097,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2016,2
85098,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2018,6
85099,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2019,4
85100,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2020,4
85101,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2021,4
85102,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2022,4
85103,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2023,5
85104,VEERABHADRESHWARA PETROL BUNK,BEAT NO 1..,2024,1
85105,VEERABHADRESHWARA TAKIS,townbeat 2..,2016,18
85106,VEERABHADRESHWARA TAKIS,townbeat 2..,2017,22
85107,VEERABHADRESHWARA TAKIS,townbeat 2..,2018,28
85108,VEERABHADRESHWARA TAKIS,townbeat 2..,2019,23
85109,VEERABHADRESHWARA TAKIS,townbeat 2..,2020,24
85110,VEERABHADRESHWARA TAKIS,townbeat 2..,2021,11
85111,VEERABHADRESHWARA TAKIS,townbeat 2..,2022,20
85112,VEERABHADRESHWARA TAKIS,townbeat 2..,2023,21
85113,VEERABHADRESHWARA TAKIS,townbeat 2..,2024,4
85114,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2017,2
85115,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2018,2
85116,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2020,4
85117,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2021,1
85118,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2022,8
85119,VEERADEVANAHALLI CHIKKANAHALLI,New Village Beat 07..,2023,9
85120,VEERADIMMANAHALLY VILLAGE,12th New Village Beat..,2020,2
85121,VEERADIMMANAHALLY VILLAGE,12th New Village Beat..,2023,6
85122,VEERAGHAVANAPALYA,2 BEAT..,2016,7
85123,VEERAGHAVANAPALYA,2 BEAT..,2017,6
85124,VEERAGHAVANAPALYA,2 BEAT..,2018,10
85125,VEERAGHAVANAPALYA,2 BEAT..,2019,12
85126,VEERAGHAVANAPALYA,2 BEAT..,2020,9
85127,VEERAGHAVANAPALYA,2 BEAT..,2021,14
85128,VEERAGHAVANAPALYA,2 BEAT..,2022,13
85129,VEERAGHAVANAPALYA,2 BEAT..,2023,14
85130,VEERAGHAVANAPALYA,2 BEAT..,2024,1
85131,VEERAGOTA,Beat 28..,2018,1
85132,VEERAGOTA,Beat 28..,2019,6
85133,VEERAGOTA,Beat 28..,2020,1
85134,VEERAGOTA,Beat 28..,2022,5
85135,VEERAGOTA,Beat 28..,2023,1
85136,VEERAGOTA,Beat 28..,2024,3
85137,VEERANAGENAHALLI,EMPTY..,2020,1
85138,VEERANAGENAHALLI,EMPTY..,2021,3
85139,VEERANAGENAHALLI,EMPTY..,2022,2
85140,VEERANAGERE,BEAT 05..,2016,13
85141,VEERANAGERE,BEAT 05..,2017,10
85142,VEERANAGERE,BEAT 05..,2018,13
85143,VEERANAGERE,BEAT 05..,2019,8
85144,VEERANAGERE,BEAT 05..,2020,7
85145,VEERANAGERE,BEAT 05..,2021,2
85146,VEERANAGERE,BEAT 05..,2022,4
85147,VEERANAGERE,BEAT 05..,2023,13
85148,VEERANANABENVALLI,BEAT 8..,2016,18
85149,VEERANANABENVALLI,BEAT 8..,2017,12
85150,VEERANANABENVALLI,BEAT 8..,2018,14
85151,VEERANANABENVALLI,BEAT 8..,2019,5
85152,VEERANANABENVALLI,BEAT 8..,2020,11
85153,VEERANANABENVALLI,BEAT 8..,2021,4
85154,VEERANANABENVALLI,BEAT 8..,2022,14
85155,VEERANANABENVALLI,BEAT 8..,2023,13
85156,VEERANANABENVALLI,BEAT 8..,2024,2
85157,VEERANAPURA,5..,2016,4
85158,VEERANAPURA,5..,2017,3
85159,VEERANAPURA,5..,2018,7
85160,VEERANAPURA,5..,2019,6
85161,VEERANAPURA,5..,2020,4
85162,VEERANAPURA,5..,2021,4
85163,VEERANAPURA,5..,2022,7
85164,VEERANAPURA,5..,2023,12
85165,VEERANAYAKANA HALLI,0..,2016,5
85166,VEERANAYAKANA HALLI,0..,2017,4
85167,VEERANAYAKANA HALLI,0..,2018,3
85168,VEERANAYAKANA HALLI,0..,2019,4
85169,VEERANAYAKANA HALLI,0..,2020,6
85170,VEERANAYAKANA HALLI,0..,2021,9
85171,VEERANAYAKANA HALLI,0..,2022,1
85172,VEERANJANEYANAGARA,Beat No30..,2018,1
85173,VEERANJANEYANAGARA,Beat No30..,2019,2
85174,VEERANJANEYANAGARA,Beat No30..,2020,1
85175,VEERANJANEYANAGARA,Beat No30..,2021,1
85176,VEERANJANEYANAGARA,Beat No30..,2022,3
85177,VEERANJANEYANAGARA,Beat No30..,2023,1
85178,VEERANJANEYANAGARA,Beat No30..,2024,1
85179,VEERANJINAIAH NAGARA,4..,2016,23
85180,VEERANJINAIAH NAGARA,4..,2017,26
85181,VEERANJINAIAH NAGARA,4..,2018,16
85182,VEERANJINAIAH NAGARA,4..,2019,33
85183,VEERANJINAIAH NAGARA,4..,2020,18
85184,VEERANJINAIAH NAGARA,4..,2021,32
85185,VEERANJINAIAH NAGARA,4..,2022,32
85186,VEERANJINAIAH NAGARA,4..,2023,38
85187,VEERANJINAIAH NAGARA,4..,2024,3
85188,VEERAPUR,BEAT NO 4..,2016,10
85189,VEERAPUR,BEAT NO 4..,2017,14
85190,VEERAPUR,BEAT NO 4..,2018,10
85191,VEERAPUR,BEAT NO 4..,2019,11
85192,VEERAPUR,BEAT NO 4..,2020,7
85193,VEERAPUR,BEAT NO 4..,2021,7
85194,VEERAPUR,BEAT NO 4..,2022,14
85195,VEERAPUR,BEAT NO 4..,2023,12
85196,VEERAPUR,BEAT NO 4..,2024,1
85197,VEERAPUR,NEW BEAT 18..,2020,1
85198,VEERAPUR,NEW BEAT 18..,2022,1
85199,VEERAPUR,Village Beat 09..,2017,3
85200,VEERAPUR,Village Beat 09..,2019,3
85201,VEERAPUR,Village Beat 09..,2020,2
85202,VEERAPUR,Village Beat 09..,2021,1
85203,VEERAPUR,Village Beat 09..,2022,2
85204,VEERAPUR,Village Beat 09..,2023,2
85205,VEERAPUR,Village Beat 09..,2024,1
85206,VEERAPUR ONI,59..,2016,9
85207,VEERAPUR ONI,59..,2017,5
85208,VEERAPUR ONI,59..,2020,1
85209,VEERAPUR ONI,59..,2023,2
85210,VEERAPUR ONI NEAR KAREYAMMA,27..,2017,2
85211,VEERAPUR ONI NEAR KAREYAMMA,27..,2018,1
85212,VEERAPUR ONI NEAR KAREYAMMA,27..,2019,1
85213,VEERAPUR ONI NEAR KAREYAMMA,27..,2020,1
85214,VEERAPUR ONI NEAR KAREYAMMA,27..,2021,7
85215,VEERAPUR ONI NEAR KAREYAMMA,27..,2022,2
85216,VEERAPUR ONI NEAR KAREYAMMA,27..,2023,1
85217,VEERAPUR ONI PAGADI GALLI HUBLI,Gantikeri hubli..,2016,2
85218,VEERAPUR ONI PAGADI GALLI HUBLI,Gantikeri hubli..,2017,1
85219,VEERAPUR ONI PAGADI GALLI HUBLI,Gantikeri hubli..,2019,1
85220,VEERAPUR ONI PAGADI GALLI HUBLI,Gantikeri hubli..,2022,2
85221,VEERAPUR VILLAGE,BEAT NO 16..,2023,2
85222,VEERAPURA,Beat No 15..,2020,1
85223,VEERAPURA,Beat No 15..,2021,1
85224,VEERAPURA,Beat No 15..,2022,3
85225,VEERAPURA,Beat No 15..,2023,1
85226,VEERAPURA,tvkbeat 4..,2016,3
85227,VEERAPURA,tvkbeat 4..,2017,2
85228,VEERAPURA,tvkbeat 4..,2018,4
85229,VEERAPURA,tvkbeat 4..,2019,6
85230,VEERAPURA,tvkbeat 4..,2020,3
85231,VEERAPURA,tvkbeat 4..,2021,1
85232,VEERAPURA,tvkbeat 4..,2022,3
85233,VEERAPURA,tvkbeat 4..,2023,5
85234,VEERAPURA,tvkbeat 4..,2024,2
85235,VEERASAGARA,BEAT NO 42..,2022,3
85236,VEERASANDRA,Beat 9..,2016,19
85237,VEERASANDRA,Beat 9..,2017,18
85238,VEERASANDRA,Beat 9..,2018,5
85239,VEERASANDRA,Beat 9..,2020,7
85240,VEERASANDRA,Beat 9..,2021,5
85241,VEERASANDRA,Beat 9..,2022,7
85242,VEERASANDRA,Beat 9..,2023,8
85243,VEERASANDRA,Beat 9..,2024,1
85244,VEERASANDRA GATE,BEAT NO 1..,2016,157
85245,VEERASANDRA GATE,BEAT NO 1..,2017,125
85246,VEERASANDRA GATE,BEAT NO 1..,2018,61
85247,VEERASANDRA GATE,BEAT NO 1..,2019,58
85248,VEERASANDRA GATE,BEAT NO 1..,2020,35
85249,VEERASANDRA GATE,BEAT NO 1..,2021,52
85250,VEERASANDRA GATE,BEAT NO 1..,2022,44
85251,VEERASANDRA GATE,BEAT NO 1..,2023,88
85252,VEERASANDRA GATE,BEAT NO 1..,2024,19
85253,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2017,1
85254,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2018,1
85255,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2020,2
85256,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2021,1
85257,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2022,2
85258,VEERBHDR NAGAR SIX AND SEVEN CROSS,7..,2023,1
85259,VEERBHDRNAGAR FIRST CROSS,12..,2018,1
85260,VEERBHDRNAGAR FIRST CROSS,12..,2019,1
85261,VEERBHDRNAGAR FIRST CROSS,12..,2022,1
85262,VEERBHDRNAGAR FOUR AND FIVE,9..,2021,2
85263,VEERBHDRNAGAR FOUR AND FIVE,9..,2023,1
85264,VEERESWAR NAGAR,33..,2022,2
85265,VEERESWAR NAGAR,33..,2023,1
85266,VEERESWAR NAGAR,33..,2024,1
85267,VEERUPAKSHI,14..,2016,3
85268,VEGAMADAGU,36..,2020,3
85269,VEGAMADAGU,36..,2021,2
85270,VEGAMADAGU,36..,2022,5
85271,VEGAMADAGU,36..,2023,3
85272,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2019,29
85273,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2020,29
85274,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2021,18
85275,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2022,21
85276,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2023,28
85277,VELLARA JUCTION TO ELGIN APARTMENT HOSUR ROAD,9th Beat..,2024,8
85278,VELLUR,Other beat..,2017,1
85279,VELLUR,Other beat..,2019,1
85280,VEMGAL PS LIMITS,Vemagal..,2023,7
85281,VEMGAL PS LIMITS,Vemagal..,2024,2
85282,VEMPALLI,9 BEAT..,2016,4
85283,VEMPALLI,9 BEAT..,2019,1
85284,VEMPALLI,9 BEAT..,2022,2
85285,VEMPALLI VILLAGE,BEAT NO 14..,2016,7
85286,VEMPALLI VILLAGE,BEAT NO 14..,2017,10
85287,VEMPALLI VILLAGE,BEAT NO 14..,2018,1
85288,VEMPALLI VILLAGE,BEAT NO 14..,2019,4
85289,VEMPALLI VILLAGE,BEAT NO 14..,2020,2
85290,VEMPALLI VILLAGE,BEAT NO 14..,2021,1
85291,VEMPALLI VILLAGE,BEAT NO 14..,2023,3
85292,VENAGALAMMANAHLLI,Beat No 17..,2018,1
85293,VENAGALAMMANAHLLI,Beat No 17..,2019,1
85294,VENAGALAMMANAHLLI,Beat No 17..,2020,2
85295,VENAGALAMMANAHLLI,Beat No 17..,2021,3
85296,VENAGALAMMANAHLLI,Beat No 17..,2022,3
85297,VENAKTAPUR,Beat 3..,2016,5
85298,VENAKTAPUR,Beat 3..,2017,9
85299,VENAKTAPUR,Beat 3..,2018,4
85300,VENAKTAPUR,Beat 3..,2019,4
85301,VENAKTAPUR,Beat 3..,2020,4
85302,VENAKTAPUR,Beat 3..,2021,4
85303,VENAKTAPUR,Beat 3..,2022,5
85304,VENAKTAPUR,Beat 3..,2023,5
85305,VENGASANDRA,030TH VILLAGE BEAT..,2016,3
85306,VENGASANDRA,030TH VILLAGE BEAT..,2017,2
85307,VENGASANDRA,030TH VILLAGE BEAT..,2018,1
85308,VENGLAPURA VILLAGE,village beat 1..,2016,15
85309,VENGLAPURA VILLAGE,village beat 1..,2017,11
85310,VENGLAPURA VILLAGE,village beat 1..,2018,14
85311,VENGLAPURA VILLAGE,village beat 1..,2021,1
85312,VENGLAPURA VILLAGE,village beat 1..,2022,1
85313,VENGLAPURA VILLAGE,village beat 1..,2023,11
85314,VENGLAPURA VILLAGE,village beat 1..,2024,2
85315,VENKATA RAO CALONY,BEAT 02..,2016,4
85316,VENKATA RAO CALONY,BEAT 02..,2017,5
85317,VENKATA RAO CALONY,BEAT 02..,2018,4
85318,VENKATA RAO CALONY,BEAT 02..,2019,2
85319,VENKATA RAO CALONY,BEAT 02..,2020,3
85320,VENKATA RAO CALONY,BEAT 02..,2021,2
85321,VENKATA RAO CALONY,BEAT 02..,2022,7
85322,VENKATA RAO CALONY,BEAT 02..,2023,9
85323,VENKATA RAO CALONY,BEAT 02..,2024,1
85324,VENKATAGERIKOTE SOUTH,A4..,2019,1
85325,VENKATAGERIKOTE SOUTH,A4..,2023,1
85326,VENKATAGIRI CAMP,23..,2021,5
85327,VENKATAGIRI CAMP,23..,2022,4
85328,VENKATAGIRI CAMP,24..,2021,1
85329,VENKATAGIRI CAMP,24..,2022,1
85330,VENKATALA,5th beat..,2016,34
85331,VENKATALA,5th beat..,2017,25
85332,VENKATALA,5th beat..,2018,20
85333,VENKATALA,5th beat..,2019,17
85334,VENKATALA,5th beat..,2020,13
85335,VENKATALA,5th beat..,2021,33
85336,VENKATALA,5th beat..,2022,33
85337,VENKATALA,5th beat..,2023,49
85338,VENKATALA,5th beat..,2024,5
85339,VENKATAPET,TOWN BEAT NO 7..,2016,8
85340,VENKATAPET,TOWN BEAT NO 7..,2017,7
85341,VENKATAPET,TOWN BEAT NO 7..,2018,11
85342,VENKATAPET,TOWN BEAT NO 7..,2019,17
85343,VENKATAPET,TOWN BEAT NO 7..,2020,6
85344,VENKATAPET,TOWN BEAT NO 7..,2021,15
85345,VENKATAPET,TOWN BEAT NO 7..,2022,18
85346,VENKATAPET,TOWN BEAT NO 7..,2023,26
85347,VENKATAPET,TOWN BEAT NO 7..,2024,4
85348,VENKATAPPA LAYOUT,BEAT 26..,2018,3
85349,VENKATAPPA LAYOUT,BEAT 26..,2019,3
85350,VENKATAPPA LAYOUT,BEAT 26..,2020,10
85351,VENKATAPPA LAYOUT,BEAT 26..,2021,5
85352,VENKATAPPA LAYOUT,BEAT 26..,2022,8
85353,VENKATAPPA LAYOUT,BEAT 26..,2023,7
85354,VENKATAPPA LAYOUT,BEAT 26..,2024,1
85355,VENKATAPPA LAYOUT,GONICOPPA PS BEAT NO 1..,2022,1
